Index,V1,V2,Noise,cless
75,409,357,352,0
76,416,333,337
77,345,338,337
78,468,317,337
79,374,338,323
80,433,305,341
81,383,380,337
82,359,353,346
83,224,360,353
84,709,360,355
85,286,357,351
86,617,362,352
87,259,363,352
88,121,360,350
89,277,360,352
90,260,360,353
91,596,359,357
92,555,359,353
93,399,359,353
94,352,359,352
95,122,360,352
96,170,359,355
97,152,439,417
98,205,529,470
99,348,480,461
100,521,478,451
101,472,381,407
102,504,342,379
103,524,367,357
104,488,360,362
105,447,394,387
106,475,385,422
107,463,464,425
108,480,454,431
109,466,395,394
110,346,343,364
111,416,385,385
112,343,385,366
113,365,387,374
114,396,372,370
115,438,327,347
116,330,421,377
117,415,370,373
118,360,369,367
119,418,381,394
120,422,384,375
