Index,V1,V2,Noise,class
225,327,365,329,0
226,373,325,333
227,388,334,335
228,303,338,331
229,342,309,308
230,268,270,325
231,584,159,192
232,493,239,190
233,237,0,92
234,671,0,43
235,0,401,413
236,165,562,438
237,264,438,428
238,507,392,387
239,420,393,374
240,706,298,320
241,655,215,243
242,463,138,169
243,390,232,203
244,173,260,247
245,84,359,319
246,110,393,350
247,156,366,379
248,370,374,344
249,453,246,315
250,613,313,298
251,501,282,279
252,469,282,288
253,402,319,303
254,367,350,323
255,400,382,351
256,349,400,364
257,410,324,402
258,415,396,367
259,429,367,363
260,433,357,347
