Index,V1,V2,Noise,class
640,298,363,362,0
641,347,359,343
642,272,355,325
643,355,379,364
644,325,345,304
645,421,407,359
646,321,385,354
647,292,322,341
648,336,323,335
649,363,359,346
650,211,360,348
651,475,359,353
652,166,359,346
653,648,361,355
654,0,363,351
655,445,358,354
656,246,359,353
657,359,360,357
658,642,359,360
659,617,359,355
660,207,359,353
661,143,359,350
662,84,359,349
663,93,359,350
664,127,360,352
665,159,398,374
666,305,395,377
667,392,406,392
668,461,382,382
669,478,348,352
670,426,269,331
671,383,334,309
672,325,369,343
673,325,333,333
674,311,375,348
675,324,366,362
676,309,374,367
677,315,396,370
678,330,360,365
679,329,402,375
680,328,381,373
681,320,347,377
682,370,406,385
683,308,365,362
684,327,343,359
685,312,362,353
686,311,374,359
687,338,376,366
688,333,347,357
689,332,386,369
690,318,360,342
691,323,404,371
692,342,372,362
693,372,371,367
694,398,368,354
695,320,332,341
696,362,367,345
697,331,365,350
698,334,354,351
699,335,326,334
