Index,V1,V2,Noise,class
375,379,345,320,0
376,362,361,339
377,418,361,359
378,340,372,351
379,391,360,353
380,381,340,315
381,404,373,344
382,379,360,353
383,375,381,367
384,361,373,364
385,413,359,361
386,359,361,346
387,411,365,345
388,383,357,347
389,341,358,351
390,357,359,357
391,583,359,355
392,336,357,353
393,360,355,357
394,131,360,353
395,169,358,353
396,256,360,352
397,617,359,358
398,594,359,355
399,507,359,353
400,338,359,353
401,216,360,350
402,45,360,349
403,36,359,349
404,174,416,386
405,101,486,441
406,321,527,502
407,426,448,445
408,492,447,429
409,516,370,395
410,465,346,356
411,389,312,335
412,361,345,337
413,420,370,353
414,445,369,368
415,392,413,373
416,423,375,363
417,419,325,337
418,434,318,332
419,361,318,307
420,488,321,310
421,407,347,321
422,382,312,307
423,415,323,312
424,433,303,322
425,369,322,318
426,372,398,376
427,376,437,405
428,443,423,403
429,363,360,395
430,325,430,402
431,371,401,384
432,425,398,393
433,425,351,362
434,448,363,358
435,410,415,365
436,389,379,372
437,328,376,363
438,338,349,347
439,386,354,337
440,397,341,337
441,354,359,351
442,381,320,336
443,320,331,336
444,286,345,335
445,324,318,323
446,341,338,343
447,393,343,348
448,301,341,346
449,276,371,355
450,304,375,353
