Index,V1,V2,Noise,class
689,359,361,362,0
690,314,375,359
691,342,380,366
692,330,365,365
693,353,352,361
694,376,355,367
695,342,357,356
696,321,381,365
697,349,353,359
698,275,380,371
699,440,345,362
700,409,387,369
701,359,366,364
702,350,383,370
703,304,361,361
704,414,362,368
705,325,367,361
706,362,380,365
707,387,359,352
708,308,385,368
709,364,346,363
710,388,382,357
711,391,374,365
712,328,373,369
713,346,369,365
714,385,382,369
715,406,360,353
716,296,401,381
717,386,367,371
718,357,367,365
719,313,364,358
720,269,360,356
721,511,361,356
722,428,359,352
723,192,356,352
724,378,362,351
725,336,363,355
726,281,358,353
727,198,360,349
728,388,359,347
729,321,359,353
730,432,358,352
731,307,359,353
732,264,360,352
733,205,360,353
734,319,361,359
735,206,412,393
736,251,482,455
737,257,526,488
738,358,559,521
739,396,508,492
740,445,476,466
741,418,421,419
742,494,460,429
743,383,423,417
744,372,426,412
745,321,436,429
746,384,416,434
747,396,449,436
748,413,407,436
749,385,446,430
750,375,397,402
751,348,436,410
752,357,386,413
753,387,410,396
754,363,352,335
755,326,380,358
756,378,262,311
757,364,382,348
758,401,365,352
759,380,337,360
760,326,370,365
761,379,374,357
762,362,393,373
763,345,385,368
764,296,369,366
765,343,341,357
766,292,356,342
767,384,326,350
768,371,369,356
769,355,345,346
770,335,334,335
771,359,351,327
772,329,321,327
773,438,353,344
774,329,346,335
