Index,V1,V2,Noise,class
470,430,377,368,0
471,425,361,349
472,395,335,341
473,412,363,341
474,367,358,362
475,383,378,371
476,317,359,352
477,164,311,304
478,596,303,264
479,430,0,119
480,298,0,63
481,695,0,81
482,96,598,407
483,19,596,472
484,372,445,447
485,570,431,429
486,708,395,398
487,608,336,352
488,563,285,306
489,381,240,263
490,83,250,251
491,79,314,299
492,0,350,331
493,183,424,369
494,259,459,419
495,389,427,409
496,476,372,373
497,395,304,327
498,393,173,260
499,408,323,312
500,356,307,311
501,347,364,344
502,357,342,327
503,390,409,350
504,380,83,235
505,423,411,388
506,305,470,399
507,421,352,359
508,352,295,317
509,474,374,350
510,376,352,271
511,490,261,295
512,363,400,353
