Index,V1,V2,Noise,class
276,387,343,325,0
277,347,358,337
278,341,374,344
279,371,354,354
280,346,344,355
281,399,365,345
282,359,355,345
283,364,368,362
284,369,360,358
285,333,358,358
286,327,377,363
287,337,358,355
288,200,359,357
289,580,359,356
290,289,354,353
291,270,363,353
292,0,359,351
293,306,359,350
294,258,359,353
295,329,359,354
296,484,359,357
297,427,360,356
298,428,360,355
299,344,359,352
300,146,360,351
301,149,359,351
302,112,361,365
303,165,447,389
304,199,494,469
305,253,497,482
306,438,486,479
307,451,446,449
308,432,360,373
309,454,375,398
310,329,397,386
311,341,425,411
312,366,442,422
313,248,423,428
314,323,398,410
315,375,400,388
316,256,428,420
317,302,477,430
318,370,400,418
319,368,394,400
320,392,410,359
321,314,398,383
322,399,386,377
323,353,373,370
324,268,372,365
325,406,359,364
326,377,391,365
327,296,400,392
328,301,344,394
329,367,427,391
330,343,407,387
331,379,351,377
332,445,400,367
333,365,349,358
334,332,369,370
335,382,395,383
336,357,355,381
337,365,387,359
338,401,368,365
339,340,392,363
340,336,369,360
341,363,393,375
342,340,373,370
343,398,354,351
344,353,408,359
345,341,373,362
346,357,367,366
347,381,386,364
348,408,355,355
349,379,365,347
350,402,366,365
351,293,377,370
352,401,371,358
353,343,331,361
354,402,365,349
355,372,354,364
356,365,360,363
357,393,336,347
358,406,359,336
359,361,359,348
360,371,327,355
361,382,333,346
362,452,353,350
363,417,323,339
364,361,364,335
365,367,343,339
366,393,355,336
367,385,337,338
368,418,357,330
369,339,321,321
370,351,359,337
371,351,322,331
372,381,365,341
373,431,317,326
374,344,360,345
375,347,325,322
376,334,364,347
377,360,336,324
378,374,323,346
379,380,371,354
380,372,336,337
381,337,341,333
382,371,343,335
383,417,343,327
384,346,368,338
385,422,339,341
386,371,351,331
387,376,351,342
388,332,335,334
389,346,343,336
390,384,340,348
391,353,343,346
392,383,350,346
393,320,341,345
394,381,372,353
395,293,336,336
396,362,356,344
397,374,334,357
398,371,345,351
399,389,354,347
400,347,352,351
401,378,346,344
402,382,331,341
403,369,331,345
404,341,350,353
405,393,353,348
406,377,357,351
407,388,365,352
408,331,343,344
409,345,325,359
410,392,331,337
411,392,397,369
412,402,370,363
413,302,363,361
414,374,365,359
415,380,317,354
416,345,381,371
417,300,345,366
418,376,376,375
419,331,381,367
420,376,367,368
421,396,373,353
422,344,337,360
423,361,371,365
424,334,337,341
425,410,389,360
426,339,357,354
427,351,323,338
428,358,277,315
429,375,365,362
430,338,395,377
431,366,347,347
432,375,302,307
433,429,364,337
434,264,359,346
435,592,359,351
436,453,358,348
437,566,358,353
438,0,362,349
439,147,359,354
440,381,359,354
441,371,359,355
442,557,359,359
443,551,359,357
444,430,359,355
445,266,359,353
446,211,360,351
447,49,359,349
448,122,363,342
449,171,363,352
450,304,373,368
451,457,365,349
452,457,334,345
453,451,334,324
454,456,221,288
455,378,301,284
456,462,273,278
457,383,263,289
458,389,371,343
459,365,380,348
460,340,400,373
461,310,379,380
462,422,328,360
463,388,386,364
464,458,366,365
465,401,386,377
466,444,363,360
467,408,373,365
468,418,362,356
469,441,352,350
470,430,388,367
471,444,371,365
472,389,386,385
473,388,385,386
474,374,421,402
