Index,V1,V2,Noise,class
177,374,361,353,0
178,322,339,352
179,387,336,356
180,330,373,350
181,387,346,351
182,334,358,345
183,341,360,350
184,379,329,343
185,363,335,335
186,398,337,340
187,335,363,344
188,346,360,346
189,373,332,341
190,357,343,333
191,375,329,329
192,364,321,317
193,325,369,342
194,418,347,344
195,326,357,345
196,333,358,349
197,227,360,354
198,469,360,353
199,208,358,347
200,346,356,353
201,309,358,351
202,404,362,355
203,193,359,352
204,512,359,355
205,447,359,355
206,598,359,354
207,356,359,353
208,226,360,353
209,378,360,352
210,180,359,350
211,237,474,427
212,258,541,503
213,293,586,540
214,354,613,559
215,475,524,512
216,530,508,504
217,476,438,451
218,447,398,411
219,347,410,404
220,376,419,409
221,327,444,418
222,405,457,452
223,470,458,451
224,392,438,441
225,401,420,422
226,380,414,405
227,382,446,413
228,445,388,398
229,358,388,383
230,408,348,363
231,402,365,357
232,374,343,339
233,388,305,331
234,409,381,342
235,382,370,373
236,368,400,394
237,455,404,393
238,343,399,379
239,335,404,387
240,413,357,364
241,384,375,363
242,425,378,356
243,421,369,367
244,366,362,364
245,325,358,357
246,389,341,342
247,328,358,339
248,388,365,351
249,344,338,336
250,349,364,341
251,330,336,347
252,418,331,328
253,350,311,317
254,363,327,324
255,359,294,303
256,384,369,328
257,356,317,315
258,342,361,334
259,367,326,327
260,377,350,334
261,346,305,308
262,390,359,321
263,340,338,309
264,402,333,328
265,312,347,326
266,390,326,318
267,342,327,305
268,352,336,329
269,422,346,329
