Index,V1,V2,Noise,class
300,353,367,344,0
301,394,363,360
302,326,365,360
303,362,355,358
304,362,357,361
305,345,344,347
306,338,383,355
307,378,368,355
308,305,353,341
309,344,365,357
310,315,341,345
311,389,365,356
312,254,359,353
313,153,358,357
314,461,359,353
315,117,357,353
316,353,362,351
317,121,359,355
318,469,360,353
319,166,359,353
320,460,359,355
321,451,359,355
322,346,359,354
323,281,359,353
324,250,359,351
325,204,359,351
326,119,360,356
327,182,451,430
328,149,517,479
329,232,581,523
330,431,518,508
331,352,510,501
332,442,470,464
333,437,429,446
334,397,419,419
335,444,411,424
336,362,456,436
337,364,453,424
338,382,482,454
339,368,464,451
340,363,454,457
341,393,446,437
342,414,414,446
343,395,472,454
344,440,455,457
345,407,443,444
346,458,412,416
347,403,428,416
348,312,358,393
349,410,396,391
350,318,433,416
351,413,425,419
352,378,427,428
353,350,456,438
354,382,405,407
355,399,464,427
356,415,423,420
357,386,391,406
358,373,410,402
359,417,404,393
360,404,406,388
361,392,397,378
362,408,413,399
363,328,376,386
364,343,402,383
365,466,378,371
366,328,407,379
367,399,364,366
368,405,360,355
369,359,368,348
370,348,345,350
371,323,371,355
372,381,347,357
373,473,335,343
374,305,369,354
375,349,338,341
376,307,366,359
377,313,331,336
378,305,335,357
379,398,383,357
380,348,323,339
381,357,360,335
382,352,345,338
383,324,354,337
384,351,337,337
385,319,332,331
386,395,326,339
387,397,353,339
388,390,343,343
389,348,347,345
390,335,341,332
391,370,331,318
392,328,320,301
393,419,366,325
394,333,341,328
395,356,310,320
396,265,350,328
397,367,330,320
398,334,330,308
399,337,349,335
400,365,340,329
