Index,V1,V2,Noise,class
270,401,355,342,0
271,422,343,330
272,380,350,344
273,388,362,342
274,363,353,341
275,422,363,345
276,388,335,343
277,381,365,333
278,394,369,359
279,391,364,350
280,326,345,346
281,411,364,353
282,389,356,343
283,402,369,357
284,380,359,350
285,346,365,364
286,384,363,358
287,359,380,360
288,388,356,358
289,341,367,366
290,367,356,358
291,332,373,363
292,313,350,339
293,293,339,316
294,499,318,313
295,504,109,142
296,350,0,67
297,139,0,38
298,0,382,369
299,166,672,496
300,93,437,486
301,506,454,436
302,480,384,392
303,686,289,322
304,644,207,239
305,490,140,189
306,466,196,193
307,180,244,235
308,87,306,262
309,28,355,335
310,78,387,356
311,272,412,358
312,436,356,381
313,500,373,359
314,509,326,334
315,367,322,330
316,277,286,312
317,329,362,337
318,333,370,352
319,329,372,363
320,363,366,356
321,312,380,361
322,372,333,361
323,371,361,363
324,366,377,365
325,397,335,362
