Index,V1,V2,Noise,class
176,254,328,349,0
177,439,295,289
178,337,323,348
179,368,376,352
180,311,357,351
181,528,359,357
182,639,358,352
183,373,356,358
184,428,363,354
185,206,358,351
186,47,359,350
187,172,360,354
188,393,359,356
189,621,359,355
190,507,359,353
191,283,359,351
192,242,359,351
193,58,360,350
194,18,360,371
195,72,509,470
196,143,623,552
197,307,603,571
198,438,572,550
199,404,353,428
200,474,479,428
201,431,408,412
202,395,399,391
203,379,393,402
204,402,429,415
205,371,507,462
206,429,455,464
207,418,468,461
208,404,425,415
209,276,381,393
210,346,390,368
211,412,361,355
212,361,417,395
213,361,391,392
214,395,382,376
215,281,362,360
216,308,388,374
217,454,395,382
218,373,407,399
219,361,423,410
220,370,431,409
