Index,V1,V2,Noise,class
400,394,373,355,0
401,335,289,343
402,309,386,363
403,363,381,377
404,331,375,374
405,389,356,359
406,295,353,362
407,409,355,335
408,334,347,377
409,346,386,377
410,459,380,364
411,354,381,367
412,391,331,357
413,321,360,346
414,356,365,367
415,408,405,375
416,295,364,388
417,456,384,371
418,352,360,367
419,371,345,355
420,254,359,352
421,443,359,357
422,415,358,352
423,0,355,350
424,272,361,352
425,0,360,350
426,87,360,357
427,615,359,354
428,120,360,358
429,710,359,357
430,687,359,357
431,505,359,356
432,247,360,351
433,157,360,350
434,122,359,350
435,166,343,319
436,110,434,387
437,297,407,385
438,360,406,384
439,449,368,375
440,437,243,319
441,611,336,337
442,568,351,336
443,471,338,329
444,503,362,365
445,400,376,364
446,245,310,327
447,267,425,379
448,319,376,364
449,291,345,351
450,425,339,315
451,474,362,367
452,558,343,333
453,462,375,366
454,445,371,365
455,349,357,348
456,368,337,348
457,341,326,342
458,416,386,381
459,343,384,391
460,418,415,400
461,384,376,384
462,405,392,383
463,411,362,379
464,383,362,352
465,410,333,354
466,507,387,356
467,492,357,343
468,459,404,367
469,427,358,341
