Index,V1,V2,Noise,class
440,359,360,353,0
441,356,360,353
442,357,360,353
443,359,360,354
444,358,359,354
445,356,358,353
446,357,358,353
447,357,359,353
448,357,360,354
449,358,361,355
450,482,428,410
451,416,439,431
452,586,481,451
453,612,386,424
454,521,431,407
455,479,343,360
456,492,266,316
457,531,349,326
458,443,360,341
459,524,383,358
460,438,405,382
461,471,400,393
462,533,401,387
463,432,376,390
464,474,355,373
465,398,424,398
466,503,405,399
467,376,403,392
468,420,415,399
469,421,395,392
470,443,384,382
471,353,361,363
472,421,369,378
473,445,392,373
474,381,375,376
475,391,382,375
476,410,383,374
477,353,343,355
478,391,369,343
479,413,349,340
480,395,340,341
481,338,351,352
482,384,357,353
483,337,353,359
484,342,377,357
485,337,377,368
486,339,382,369
487,335,383,374
488,325,386,365
489,280,372,388
490,342,399,391
491,358,364,379
492,389,392,379
493,355,368,364
494,296,365,370
495,337,371,375
496,299,347,348
497,329,375,361
498,315,354,339
499,313,335,352
500,348,342,338
501,316,301,320
502,329,308,323
503,313,355,322
504,309,358,333
505,366,336,336
506,332,355,342
507,339,339,331
508,329,378,355
509,270,376,353
510,320,371,356
511,281,381,369
