Index,V1,V2,Noise,class
330,361,339,326,0
331,300,386,392
332,368,358,364
333,269,397,371
334,404,370,345
335,335,360,316
336,317,300,331
337,311,454,349
338,408,327,391
339,635,114,204
340,162,0,98
341,662,0,65
342,293,713,428
343,94,702,526
344,194,493,497
345,504,462,473
346,712,465,458
347,710,376,386
348,513,239,288
349,340,208,228
350,135,198,249
351,52,353,308
352,79,360,329
353,125,423,411
354,364,442,406
355,497,393,391
356,518,323,345
357,478,315,295
358,443,268,367
359,409,418,374
360,350,364,365
361,266,405,379
362,267,397,376
363,283,387,376
364,261,381,368
365,330,349,377
366,395,397,384
367,387,380,370
368,369,373,379
369,353,391,378
370,299,364,365
371,291,348,336
372,285,353,354
373,266,374,367
374,277,321,366
375,365,413,379
