Index,V1,V2,Noise,class
311,348,345,341,0.0
312,304,347,339,
313,328,338,326,
314,356,340,349,
315,351,355,337,
316,366,363,353,
317,329,365,351,
318,312,362,357,
319,340,361,353,
320,343,359,353,
321,430,359,356,
322,492,359,353,
323,444,358,353,
324,341,359,349,
325,172,361,350,
326,195,359,350,
327,199,359,349,
328,348,359,354,
329,506,359,354,
330,517,358,353,
331,440,358,353,
332,355,359,352,
333,352,359,352,
334,264,364,354,
335,107,366,368,
336,86,403,441,
337,182,510,510,
338,323,610,561,
339,411,612,581,
340,404,560,541,
341,385,506,477,
342,427,431,420,
343,426,374,385,
344,392,351,362,
345,395,367,383,
346,343,410,419,
347,300,452,436,
348,309,467,440,
349,345,443,415,
350,381,412,414,
351,366,405,400,
352,368,391,402,
353,370,386,381,
354,355,375,390,
355,346,379,379,
356,322,380,354,
357,352,364,359,
358,385,356,357,
359,390,347,353,
360,390,385,377,
