Index,V1,V2,Noise,class
470,430,377,368,0.0
471,427,369,349,
472,410,348,341,
473,403,349,341,
474,390,360,362,
475,375,368,371,
476,351,368,352,
477,252,335,304,
478,437,307,264,
479,519,214,119,
480,369,0,63,
481,534,0,81,
482,496,422,407,
483,69,597,472,
484,263,525,447,
485,481,438,429,
486,642,413,398,
487,659,366,352,
488,585,311,306,
489,480,263,263,
490,275,245,251,
491,81,283,299,
492,55,332,331,
493,129,388,369,
494,224,441,419,
495,330,443,409,
496,434,400,373,
497,437,339,327,
498,394,247,260,
499,400,259,312,
500,382,315,311,
501,351,336,344,
502,352,353,327,
503,373,376,350,
504,385,295,235,
505,402,296,388,
506,368,441,399,
507,367,415,359,
508,388,324,317,
509,417,336,350,
510,427,363,271,
511,436,309,295,
512,431,337,353,
