Index,V1,V2,Noise,class
1316,367,334,342,0.0
1317,364,322,315,
1318,370,323,328,
1319,375,342,339,
1320,350,343,337,
1321,358,339,333,
1322,358,333,335,
1323,333,336,332,
1324,371,340,323,
1325,400,357,342,
1326,380,352,345,
1327,359,337,329,
1328,365,356,348,
1329,358,358,344,
1330,367,354,357,
1331,348,358,354,
1332,328,361,353,
1333,480,359,355,
1334,510,359,352,
1335,513,359,354,
1336,413,359,351,
1337,223,359,355,
1338,319,359,354,
1339,305,359,354,
1340,383,359,355,
1341,491,359,355,
1342,480,359,353,
1343,385,359,353,
1344,317,359,352,
1345,269,359,351,
1346,217,362,368,
1347,191,394,397,
1348,228,444,447,
1349,308,497,480,
1350,385,504,441,
1351,403,481,463,
1352,410,453,428,
