Index,V1,V2,Noise,class
457,305,332,329,0.0
458,344,325,337,
459,377,312,326,
460,370,313,304,
461,354,305,342,
462,328,332,319,
463,365,328,293,
464,577,197,133,
465,528,0,64,
466,529,0,29,
467,519,462,414,
468,192,661,502,
469,152,581,481,
470,301,471,454,
471,581,453,440,
472,711,420,391,
473,623,355,309,
474,448,248,213,
475,258,179,204,
476,66,218,249,
477,70,290,320,
478,85,373,364,
479,202,398,394,
480,343,396,389,
481,435,375,352,
482,462,326,295,
483,428,327,316,
484,375,350,336,
485,318,344,345,
486,264,363,364,
487,265,390,370,
488,305,378,366,
489,349,371,375,
490,392,357,350,
491,414,374,381,
492,414,401,375,
493,395,394,384,
494,387,389,360,
495,371,381,362,
496,359,379,367,
497,355,367,353,
498,350,357,355,
499,372,360,356,
