Index,V1,V2,Noise,class
360,357,359,354,0.0
361,357,359,352,
362,356,358,355,
363,356,359,353,
364,359,361,355,
365,359,360,353,
366,358,358,354,
367,358,359,354,
368,357,359,354,
369,357,360,354,
370,356,360,354,
371,357,359,355,
372,357,358,355,
373,344,350,321,
374,301,275,279,
375,222,267,300,
376,300,277,285,
377,573,320,294,
378,711,349,389,
379,692,343,379,
380,515,355,310,
381,200,330,314,
382,76,310,266,
383,146,347,350,
384,201,409,377,
385,270,403,382,
386,327,345,287,
387,341,286,332,
388,352,357,386,
389,385,396,352,
390,456,391,413,
391,403,380,361,
392,366,332,358,
393,390,354,339,
394,415,397,390,
395,402,403,384,
396,250,369,362,
397,313,358,329,
398,343,339,374,
399,392,352,380,
400,382,365,341,
401,329,353,359,
402,334,355,330,
403,266,342,351,
404,266,381,363,
405,296,384,365,
406,321,349,364,
407,289,357,350,
408,325,366,358,
409,344,324,341,
410,358,351,366,
411,382,373,347,
412,351,344,369,
413,338,355,340,
414,332,337,336,
415,333,345,359,
416,339,362,351,
417,367,340,352,
418,356,342,338,
419,326,352,369,
420,340,354,351,
421,342,339,328,
422,340,365,349,
423,316,339,299,
424,344,353,365,
425,397,376,326,
