Index,V1,V2,Noise
0,0,341,244
1,0,341,295
2,0,342,318
3,0,343,328
4,0,346,334
5,0,348,339
6,0,350,341
7,0,353,336
8,0,363,337
9,0,360,334
10,0,353,329
11,0,347,326
12,0,345,321
13,0,337,315
14,0,338,317
15,0,339,317
16,0,341,318
17,0,338,317
18,0,334,316
19,0,338,316
20,0,334,313
21,0,328,309
22,0,333,311
23,0,331,310
24,0,326,307
25,0,319,302
26,0,311,295
27,0,303,285
28,0,284,273
29,0,274,261
30,0,263,251
31,0,252,254
32,0,283,265
33,0,292,274
34,0,300,280
35,0,302,285
36,0,309,289
37,0,310,288
38,0,297,283
39,0,297,277
40,0,317,296
41,0,324,302
42,0,330,309
43,0,339,314
44,0,335,315
45,0,336,312
46,0,322,310
47,0,313,293
48,0,285,262
49,0,222,244
50,0,285,259
51,0,284,268
52,0,302,280
53,0,297,280
54,0,305,286
55,0,315,285
56,0,279,279
57,0,342,309
58,0,348,318
59,0,330,318
60,0,348,323
61,0,367,336
62,0,363,341
63,0,378,350
64,0,382,350
65,0,406,373
66,0,377,376
67,0,437,409
68,0,510,455
69,0,531,485
70,0,556,504
71,0,567,518
72,0,578,528
73,0,551,522
74,0,560,515
75,0,549,512
76,0,549,506
77,0,532,495
78,0,503,479
79,0,487,449
80,0,452,433
81,0,442,419
82,0,449,436
83,0,456,424
84,0,439,407
85,0,398,385
86,0,364,350
87,0,330,325
88,0,295,294
89,0,323,316
90,0,346,325
91,0,374,352
92,0,411,382
93,0,409,369
94,0,368,348
95,0,325,283
96,0,290,286
97,0,327,305
98,0,330,299
99,0,309,296
100,0,299,288
101,0,326,304
102,0,329,300
103,0,299,278
104,0,314,297
105,0,302,285
106,0,286,264
107,0,270,274
108,0,286,277
109,0,310,288
110,0,319,289
111,0,320,309
112,0,312,298
113,0,363,328
114,0,359,328
115,0,342,322
116,0,315,305
117,0,285,285
118,0,278,268
119,0,255,250
120,0,206,244
121,0,252,246
122,0,278,260
123,0,184,209
124,0,272,247
125,0,269,247
126,0,255,245
127,0,272,243
128,0,252,260
129,0,235,203
130,0,287,260
131,0,302,285
132,0,335,303
133,0,337,313
134,0,341,315
135,0,341,321
136,0,329,305
137,0,306,312
138,0,401,358
139,0,400,363
140,0,333,320
141,0,385,342
142,0,343,330
143,0,335,337
144,0,326,325
145,0,338,303
146,0,349,335
147,0,370,335
148,0,313,319
149,0,344,321
150,0,331,303
151,0,313,313
152,0,368,335
153,0,357,337
154,0,361,339
155,0,376,338
156,0,370,341
157,0,364,355
158,0,384,360
159,0,385,354
160,0,368,356
161,0,403,372
162,0,391,354
163,0,381,377
164,0,430,395
165,0,440,401
166,0,428,401
167,0,431,406
168,0,454,414
169,0,429,411
170,0,445,416
171,0,448,418
172,0,447,418
173,0,451,417
174,0,424,401
175,0,413,390
176,0,383,365
177,0,351,339
178,0,325,316
179,0,305,299
180,0,318,308
181,0,343,319
182,0,346,329
183,0,373,347
184,0,396,369
185,0,429,394
186,0,434,403
187,0,439,409
188,0,433,407
189,0,432,405
190,0,409,380
191,0,325,316
192,0,238,251
193,0,199,224
194,0,229,226
195,0,234,226
196,0,232,227
197,0,251,237
198,0,241,231
199,0,220,220
200,0,223,215
201,0,222,218
202,0,227,215
203,0,215,214
204,0,223,215
205,0,243,234
206,0,274,250
207,0,272,262
208,0,318,291
209,0,339,313
210,0,359,330
211,0,358,331
212,0,352,337
213,0,375,345
214,0,369,343
215,0,355,338
216,0,361,339
217,0,358,347
218,0,390,357
219,0,394,363
220,0,401,370
221,0,387,375
222,0,407,370
223,0,400,378
224,0,405,374
225,0,409,381
226,0,398,377
227,0,393,373
228,0,404,372
229,0,383,368
